context,context_act,sys_world_sys_profile,sys_world_usr_profile,usr_world_sys_profile,usr_world_usr_profile,sent,edited_sent,sent_act,different_from_edition,failed_candidates,pick_or_not
"[['Hello!', 'How are you doing today?'], ['I am doing alright'], ['Have you heard of the charity Save the Children?'], ['yes I have.'], ['Would you be interested in donating some or all of your payment for this task to this great charity?'], ['What cause will my donation help?'], ['It will go to education, healthcare for children in developing countries.'], ['which countries?', 'Do you have their website?'], [""Yes, it's  URL"", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['Ok.', 'They seem a trustworthy organization.'], ['They are.', ""They are a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['ok I can donate to them.', 'how much do you suggest?']]","[['non-strategy', 'greeting-inquiry'], [None], ['organization-related-inquiry'], [None], ['donation-related-inquiry'], [None], ['provide-org-facts'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts', 'provide-org-facts'], [None, None]]","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","['I recommend a donation of $2, it will go to a trustable fund.']","['I recommend a donation of $2, it will go to a trustable fund.']",['example-donation'],False,False,True
"[['Hello!', 'How are you doing today?'], ['I am doing alright'], ['Have you heard of the charity Save the Children?'], ['yes I have.'], ['Would you be interested in donating some or all of your payment for this task to this great charity?'], ['What cause will my donation help?'], ['It will go to education, healthcare for children in developing countries.'], ['which countries?', 'Do you have their website?'], [""Yes, it's  URL"", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['Ok.', 'They seem a trustworthy organization.'], ['They are.', ""They are a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['ok I can donate to them.', 'how much do you suggest?']]","[['non-strategy', 'greeting-inquiry'], [None], ['organization-related-inquiry'], [None], ['donation-related-inquiry'], [None], ['provide-org-facts'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts', 'provide-org-facts'], [None, None]]","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","['We can offer up to $2 of our payment ($2) to you, and up to $10 of your payment ($2) to them, and they can donate up to $2 of their payment ($2).']","['We can offer up to $2 of our payment ($2) to you, and up to $10 of your payment ($2) to them, and they can donate up to $2 of their payment ($2).']",['provide-donation-procedure'],False,False,False
"[['Hello!', 'How are you doing today?'], ['I am doing alright'], ['Have you heard of the charity Save the Children?'], ['yes I have.'], ['Would you be interested in donating some or all of your payment for this task to this great charity?'], ['What cause will my donation help?'], ['It will go to education, healthcare for children in developing countries.'], ['which countries?', 'Do you have their website?'], [""Yes, it's  URL"", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['Ok.', 'They seem a trustworthy organization.'], ['They are.', ""They are a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['ok I can donate to them.', 'how much do you suggest?']]","[['non-strategy', 'greeting-inquiry'], [None], ['organization-related-inquiry'], [None], ['donation-related-inquiry'], [None], ['provide-org-facts'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts', 'provide-org-facts'], [None, None]]","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","['I would like to donate $2.00, it is a very generous amount, and it will go a long way in helping children.']","['I would like to donate $2.00, it is a very generous amount, and it will go a long way in helping children.']",['example-donation'],False,False,True
"[['Hello!', 'How are you doing today?'], ['I am doing alright'], ['Have you heard of the charity Save the Children?'], ['yes I have.'], ['Would you be interested in donating some or all of your payment for this task to this great charity?'], ['What cause will my donation help?'], ['It will go to education, healthcare for children in developing countries.'], ['which countries?', 'Do you have their website?'], [""Yes, it's  URL"", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['Ok.', 'They seem a trustworthy organization.'], ['They are.', ""They are a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['ok I can donate to them.', 'how much do you suggest?']]","[['non-strategy', 'greeting-inquiry'], [None], ['organization-related-inquiry'], [None], ['donation-related-inquiry'], [None], ['provide-org-facts'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts', 'provide-org-facts'], [None, None]]","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}",['I suggest $2.'],['I suggest $2.'],['non-strategy'],False,False,True
"[['Hello!', 'How are you doing today?'], ['I am doing alright'], ['Have you heard of the charity Save the Children?'], ['yes I have.'], ['Would you be interested in donating some or all of your payment for this task to this great charity?'], ['What cause will my donation help?'], ['It will go to education, healthcare for children in developing countries.'], ['which countries?', 'Do you have their website?'], [""Yes, it's  URL"", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['Ok.', 'They seem a trustworthy organization.'], ['They are.', ""They are a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['ok I can donate to them.', 'how much do you suggest?']]","[['non-strategy', 'greeting-inquiry'], [None], ['organization-related-inquiry'], [None], ['donation-related-inquiry'], [None], ['provide-org-facts'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts', 'provide-org-facts'], [None, None]]","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","['I suggest $2.00, it will be deducted from your payment after the task is complete.']","['I suggest $2.00, it will be deducted from your payment after the task is complete.']",['provide-donation-procedure'],False,False,True
"[['Hello!', 'How are you doing today?'], ['I am doing alright'], ['Have you heard of the charity Save the Children?'], ['yes I have.'], ['Would you be interested in donating some or all of your payment for this task to this great charity?'], ['What cause will my donation help?'], ['It will go to education, healthcare for children in developing countries.'], ['which countries?', 'Do you have their website?'], [""Yes, it's  URL"", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['Ok.', 'They seem a trustworthy organization.'], ['They are.', ""They are a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['ok I can donate to them.', 'how much do you suggest?']]","[['non-strategy', 'greeting-inquiry'], [None], ['organization-related-inquiry'], [None], ['donation-related-inquiry'], [None], ['provide-org-facts'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts', 'provide-org-facts'], [None, None]]","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","['I suggest $2.00.', ""I'm sure the research team will be very pleased with your donation.""]","['I suggest $2.00.', ""I'm sure the research team will be very pleased with your donation.""]","['non-strategy', 'non-strategy']",False,False,False
"[['Hello!', 'How are you doing today?'], ['I am doing alright'], ['Have you heard of the charity Save the Children?'], ['yes I have.'], ['Would you be interested in donating some or all of your payment for this task to this great charity?'], ['What cause will my donation help?'], ['It will go to education, healthcare for children in developing countries.'], ['which countries?', 'Do you have their website?'], [""Yes, it's  URL"", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['Ok.', 'They seem a trustworthy organization.'], ['They are.', ""They are a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['ok I can donate to them.', 'how much do you suggest?']]","[['non-strategy', 'greeting-inquiry'], [None], ['organization-related-inquiry'], [None], ['donation-related-inquiry'], [None], ['provide-org-facts'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts', 'provide-org-facts'], [None, None]]","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","['I suggest $0.50.', 'That would be generous.']","['I suggest $0.50.', 'That would be generous.']","['non-strategy', 'non-strategy']",False,False,True
"[['Hello!', 'How are you doing today?'], ['I am doing alright'], ['Have you heard of the charity Save the Children?'], ['yes I have.'], ['Would you be interested in donating some or all of your payment for this task to this great charity?'], ['What cause will my donation help?'], ['It will go to education, healthcare for children in developing countries.'], ['which countries?', 'Do you have their website?'], [""Yes, it's  URL"", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['Ok.', 'They seem a trustworthy organization.'], ['They are.', ""They are a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['ok I can donate to them.', 'how much do you suggest?']]","[['non-strategy', 'greeting-inquiry'], [None], ['organization-related-inquiry'], [None], ['donation-related-inquiry'], [None], ['provide-org-facts'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts', 'provide-org-facts'], [None, None]]","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}",['I suggest $2.00'],['I suggest $2.00'],['non-strategy'],False,False,True
"
"
"[['Hello!', 'How are you doing today?'], ['I am doing alright'], ['Have you heard of the charity Save the Children?'], ['yes I have.'], ['Would you be interested in donating some or all of your payment for this task to this great charity?'], ['What cause will my donation help?'], ['It will go to education, healthcare for children in developing countries.'], ['which countries?', 'Do you have their website?'], [""Yes, it's  URL"", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['Ok.', 'They seem a trustworthy organization.'], ['They are.', ""They are a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['ok I can donate to them.', 'how much do you suggest?'], ['I suggest $0.50.', 'That would be generous.'], ['ok I can do that.']]","[['non-strategy', 'greeting-inquiry'], [None], ['organization-related-inquiry'], [None], ['donation-related-inquiry'], [None], ['provide-org-facts'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts', 'provide-org-facts'], [None, None], ['non-strategy', 'non-strategy'], [None]]","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","['Great!', ""That's great!"", 'Thank you for your contribution.']","['Great!', ""That's great!"", 'Thank you for your contribution.']","['non-strategy', 'non-strategy', 'non-strategy']",False,False,True
"[['Hello!', 'How are you doing today?'], ['I am doing alright'], ['Have you heard of the charity Save the Children?'], ['yes I have.'], ['Would you be interested in donating some or all of your payment for this task to this great charity?'], ['What cause will my donation help?'], ['It will go to education, healthcare for children in developing countries.'], ['which countries?', 'Do you have their website?'], [""Yes, it's  URL"", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['Ok.', 'They seem a trustworthy organization.'], ['They are.', ""They are a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['ok I can donate to them.', 'how much do you suggest?'], ['I suggest $0.50.', 'That would be generous.'], ['ok I can do that.']]","[['non-strategy', 'greeting-inquiry'], [None], ['organization-related-inquiry'], [None], ['donation-related-inquiry'], [None], ['provide-org-facts'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts', 'provide-org-facts'], [None, None], ['non-strategy', 'non-strategy'], [None]]","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","[""That's great."", 'The research team will collect all donations and send it to Save the Children.']","[""That's great."", 'The research team will collect all donations and send it to Save the Children.']","['non-strategy', 'logical-appeal']",False,False,True
"[['Hello!', 'How are you doing today?'], ['I am doing alright'], ['Have you heard of the charity Save the Children?'], ['yes I have.'], ['Would you be interested in donating some or all of your payment for this task to this great charity?'], ['What cause will my donation help?'], ['It will go to education, healthcare for children in developing countries.'], ['which countries?', 'Do you have their website?'], [""Yes, it's  URL"", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['Ok.', 'They seem a trustworthy organization.'], ['They are.', ""They are a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['ok I can donate to them.', 'how much do you suggest?'], ['I suggest $0.50.', 'That would be generous.'], ['ok I can do that.']]","[['non-strategy', 'greeting-inquiry'], [None], ['organization-related-inquiry'], [None], ['donation-related-inquiry'], [None], ['provide-org-facts'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts', 'provide-org-facts'], [None, None], ['non-strategy', 'non-strategy'], [None]]","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}",['Thank you so much for your donation!'],['Thank you so much for your donation!'],['non-strategy'],False,False,True
"[['Hello!', 'How are you doing today?'], ['I am doing alright'], ['Have you heard of the charity Save the Children?'], ['yes I have.'], ['Would you be interested in donating some or all of your payment for this task to this great charity?'], ['What cause will my donation help?'], ['It will go to education, healthcare for children in developing countries.'], ['which countries?', 'Do you have their website?'], [""Yes, it's  URL"", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['Ok.', 'They seem a trustworthy organization.'], ['They are.', ""They are a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['ok I can donate to them.', 'how much do you suggest?'], ['I suggest $0.50.', 'That would be generous.'], ['ok I can do that.']]","[['non-strategy', 'greeting-inquiry'], [None], ['organization-related-inquiry'], [None], ['donation-related-inquiry'], [None], ['provide-org-facts'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts', 'provide-org-facts'], [None, None], ['non-strategy', 'non-strategy'], [None]]","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","['Thank you so much!', 'We appreciate it.']","['Thank you so much!', 'We appreciate it.']","['non-strategy', 'non-strategy']",False,False,True
"[['Hello!', 'How are you doing today?'], ['I am doing alright'], ['Have you heard of the charity Save the Children?'], ['yes I have.'], ['Would you be interested in donating some or all of your payment for this task to this great charity?'], ['What cause will my donation help?'], ['It will go to education, healthcare for children in developing countries.'], ['which countries?', 'Do you have their website?'], [""Yes, it's  URL"", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['Ok.', 'They seem a trustworthy organization.'], ['They are.', ""They are a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['ok I can donate to them.', 'how much do you suggest?'], ['I suggest $0.50.', 'That would be generous.'], ['ok I can do that.']]","[['non-strategy', 'greeting-inquiry'], [None], ['organization-related-inquiry'], [None], ['donation-related-inquiry'], [None], ['provide-org-facts'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts', 'provide-org-facts'], [None, None], ['non-strategy', 'non-strategy'], [None]]","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","['That is very generous.', 'I hope you have a great day!']",['I hope you have a great day!'],['non-strategy'],True,False,False
"[['Hello!', 'How are you doing today?'], ['I am doing alright'], ['Have you heard of the charity Save the Children?'], ['yes I have.'], ['Would you be interested in donating some or all of your payment for this task to this great charity?'], ['What cause will my donation help?'], ['It will go to education, healthcare for children in developing countries.'], ['which countries?', 'Do you have their website?'], [""Yes, it's  URL"", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['Ok.', 'They seem a trustworthy organization.'], ['They are.', ""They are a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['ok I can donate to them.', 'how much do you suggest?'], ['I suggest $0.50.', 'That would be generous.'], ['ok I can do that.']]","[['non-strategy', 'greeting-inquiry'], [None], ['organization-related-inquiry'], [None], ['donation-related-inquiry'], [None], ['provide-org-facts'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts', 'provide-org-facts'], [None, None], ['non-strategy', 'non-strategy'], [None]]","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","['I will match your donation.', ""It's a great charity.""]","['I will match your donation.', ""It's a great charity.""]","['non-strategy', 'non-strategy']",False,False,True
"[['Hello!', 'How are you doing today?'], ['I am doing alright'], ['Have you heard of the charity Save the Children?'], ['yes I have.'], ['Would you be interested in donating some or all of your payment for this task to this great charity?'], ['What cause will my donation help?'], ['It will go to education, healthcare for children in developing countries.'], ['which countries?', 'Do you have their website?'], [""Yes, it's  URL"", 'Would you like to make a donation to Save the Children?', 'You can choose any amount from $0 to all your task payment ($2) to donate, which will be directly deducted from your payment; after task completion, the research team will send the donations to Save the Children.'], ['Ok.', 'They seem a trustworthy organization.'], ['They are.', ""They are a non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.""], ['ok I can donate to them.', 'how much do you suggest?'], ['I suggest $0.50.', 'That would be generous.'], ['ok I can do that.']]","[['non-strategy', 'greeting-inquiry'], [None], ['organization-related-inquiry'], [None], ['donation-related-inquiry'], [None], ['provide-org-facts'], [None, None], ['provide-org-facts', 'propose-donation-inquiry', 'provide_donation_procedure'], [None, None], ['provide-org-facts', 'provide-org-facts'], [None, None], ['non-strategy', 'non-strategy'], [None]]","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}","{'how-are-you': 'init', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'init', 'want-to-donate': 'yes', 'donation-amount': 'init'}","{'how-are-you': 'good', 'heard-of-the-org': 'yes', 'have-kids': 'init', 'donated-before': 'yes', 'want-to-donate': 'yes', 'donation-amount': 'not_sure'}",['Thank you very much!'],['Thank you very much!'],['non-strategy'],False,False,True
